carat,table,price,cut_Fair,cut_Good,cut_Ideal,cut_Premium,cut_Very Good,color_D,color_E,color_F,color_G,color_H,color_I,color_J,clarity_I1,clarity_IF,clarity_SI1,clarity_SI2,clarity_VS1,clarity_VS2,clarity_VVS1,clarity_VVS2,dimension
0.3,55.0,814,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.8819179609425714
0.32,55.0,814,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-1.7443610825504337
0.32,57.0,814,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-1.7807425740133205
0.32,55.0,814,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-1.7024264118585428
0.32,55.0,814,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-1.7443610825504337
0.32,56.0,814,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-1.7597752386673746
0.32,55.0,814,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-1.6999710348348747
0.32,57.0,814,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-1.7338576804808288
0.32,55.0,814,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-1.724903179513893
0.32,55.0,814,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-1.6845174099246694
0.32,53.0,814,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-1.7113809128254787
0.32,56.0,814,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-1.7378619586071653
0.32,55.0,814,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-1.749311305391034
0.32,54.0,814,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-1.7428121814477657
0.32,54.0,814,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-1.749311305391034
0.3,57.0,814,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1.8964651099317769
0.3,57.0,814,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1.928842323268327
0.3,58.0,814,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1.9538139367406093
0.3,55.0,814,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1.9208337670156541
0.3,55.0,814,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1.8535844945256215
0.3,57.0,814,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1.9547598814548726
0.3,54.0,814,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1.8325776903864122
0.3,54.0,814,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1.8689986506425624
0.3,58.0,814,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1.9173929764844584
0.3,58.0,814,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1.956308782557541
0.3,55.0,814,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1.9547598814548726
0.3,58.0,814,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1.9603130606838772
0.3,56.0,814,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1.8551333956282898
0.3,58.0,814,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1.9627684377075454
0.3,56.0,814,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1.9353019784183312
0.3,56.0,814,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1.9029247650817813
0.3,57.0,814,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1.9093844202317856
0.3,56.0,814,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1.9353414472115957
0.32,56.0,814,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,-1.7677837949200477
0.32,55.0,814,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,-1.7193894690781515
0.32,56.0,814,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,-1.6845174099246694
0.32,57.0,814,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,-1.7443610825504337
0.32,55.0,814,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,-1.7532761147241065
0.32,54.0,814,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,-1.7736799624749113
0.32,55.0,814,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,-1.7622700844843069
0.32,54.0,814,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,-1.7000499724214015
0.32,55.0,814,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,-1.7104744369044795
0.32,54.0,814,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,-1.7817279875208476
0.32,54.0,814,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,-1.7218843148950835
0.4,56.0,814,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.3471876237542744
0.26,55.0,814,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-2.244905337236966
0.26,56.0,814,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-2.237499737372698
0.26,59.0,814,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-2.243013447808439
0.47,62.0,814,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,-0.8848214988823284
0.3,57.0,814,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.9008355316869352
0.3,59.0,814,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.934237627324276
0.32,59.0,814,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.7289074576402292
0.32,56.0,814,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.7607606521749024
0.32,57.0,814,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.757319861643707
0.46,58.0,815,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,-0.954841898742139
0.29,56.0,815,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,-1.8686161935234402
0.37,55.0,815,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-1.405702894546653
0.29,56.0,815,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.0330760436096504
0.31,54.0,815,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.8245691341337391
0.31,54.0,815,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.766313831403907
0.37,55.0,815,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-1.3862449915101118
0.37,54.0,815,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-1.4016591476270523
0.37,53.0,815,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-1.3911952143507118
0.31,54.0,815,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1.788148173877589
0.31,55.0,815,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1.8624995266992945
0.29,55.0,815,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1.9837357730534908
0.4,57.0,815,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-1.2301761547956962
0.29,57.0,815,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-1.97327183977715
0.38,58.0,815,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1.2765601848292742
0.32,54.0,816,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.7064306899848791
0.32,56.0,816,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.767823263713312
0.32,56.0,816,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.71689462326122
0.32,53.0,816,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.7582658063579704
0.39,57.0,816,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-1.291005240928988
0.34,54.2,816,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.6774547983862602
0.4,63.0,816,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-1.2153254862738971
0.31,60.0,816,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.8485158653052303
0.31,56.0,816,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.855881996376234
0.31,52.0,816,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.7840649581647243
0.31,58.0,816,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.8598862745025706
0.34,55.0,816,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-1.62017267835044
0.34,56.0,816,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.5847725177182956
0.31,55.0,816,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.8453785943066294
0.31,57.0,816,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-1.8610295631831533
0.31,55.0,816,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-1.860950625596626
0.31,57.0,816,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,-1.8047682427713392
0.31,58.0,816,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.8261180352364077
0.31,56.0,816,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.7718275418396483
0.39,54.0,816,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-1.3233429854722742
0.31,58.0,816,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-1.8998664316697078
0.31,57.0,816,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-1.8376857884000668
0.31,59.0,816,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-1.8137622125315391
0.31,57.0,816,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-1.874894818197426
0.31,56.0,816,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.860044149675626
0.31,58.0,816,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-1.885015763147908
0.31,57.0,816,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.8535844945256215
0.31,55.0,816,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.782330943909253
0.31,56.0,816,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,-1.819618911293139
0.31,58.0,816,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-1.816217589555207
0.31,55.0,816,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-1.879541521505431
0.31,56.0,816,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-1.8446299935586854
0.31,58.0,816,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.8640484278019624
0.31,60.0,816,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.8745123610783037
0.31,57.0,816,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.8291763686484803
0.31,62.0,816,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-1.8686161935234402
0.31,59.0,816,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-1.822153225903335
0.31,57.0,816,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-1.8385133267345388
0.31,56.0,816,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-1.7828549627111303
0.31,57.0,816,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-1.8097184656119392
0.31,59.0,816,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-1.905380142105449
0.31,58.0,816,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,-1.8486342716850217
0.31,56.0,816,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-1.8424781360676121
0.31,56.0,816,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-1.82366265821274
0.31,56.0,816,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-1.8291763686484803
0.31,59.0,816,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-1.8689986506425624
0.31,59.0,816,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-1.8914754182979125
0.31,58.0,816,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-1.8810114850215716
0.31,59.0,816,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.8671067612140355
0.31,57.0,816,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-1.8366214373060123
0.31,60.0,816,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-1.8127767990240122
0.31,60.0,816,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-1.8502226415809533
0.31,53.0,816,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-1.8335236351006754
0.31,61.0,816,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-1.9208337670156541
0.31,54.0,816,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-1.8375673820202756
0.31,54.0,816,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,-1.8455759382729484
0.31,58.0,816,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,-1.860044149675626
0.31,55.0,816,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.8301223133627444
0.31,59.0,816,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-1.7943437782882623
0.31,57.0,816,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-1.816217589555207
0.31,60.0,816,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.857549303858694
0.39,58.0,817,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-1.3557201988088243
0.36,56.0,817,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-1.4800147785750946
0.25,58.0,817,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-2.3054703726309262
0.38,55.0,817,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-1.37026734779803
0.36,56.0,817,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.5188911158549134
0.3,54.1,817,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.9159230129683176
0.43,55.0,818,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-1.034509618033267
0.41,62.0,818,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.1682827175683503
0.41,57.0,818,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.264326851180982
0.41,58.0,818,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.232856113765432
0.41,58.0,818,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.274790784457323
0.41,56.0,818,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.26678222820465
0.41,55.0,818,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.2627779500783134
0.41,58.0,818,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.2837452854242601
0.41,57.0,818,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.2482308010891094
0.41,61.0,818,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.2464178492471096
0.41,54.0,818,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.2304007367417638
0.41,55.0,818,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.2791775197027824
0.37,55.0,818,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.415563871434589
0.37,56.0,818,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.4439762754380665
0.4,59.0,818,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-1.2195148775530367
0.34,58.0,819,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.5997021238266231
0.34,56.0,819,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-1.6191205580699006
0.34,57.0,819,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-1.5688343427994778
0.36,56.0,819,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-1.4226264829729987
0.3,60.0,819,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-1.9203329035167405
0.3,54.0,819,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-1.889205154427048
0.3,61.0,819,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-1.961704086613491
0.3,56.0,819,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-1.9676002541683537
0.3,63.0,819,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-1.8790011892132534
0.3,54.0,819,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-1.9052617357256576
0.3,55.0,819,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-1.9167110825095262
0.3,58.0,819,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-1.9466329188224085
0.3,58.0,819,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-2.052758528592259
0.4,57.0,819,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-1.293460617952656
0.37,58.0,820,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.3538677781735613
0.35,55.0,820,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-1.5488129521677954
0.39,53.1,820,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-1.3128395834026698
0.33,55.0,820,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-1.6740140078550647
0.33,56.0,820,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-1.717880036768747
0.4,56.0,820,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,-1.1832912612632056
0.33,55.0,820,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,-1.6934719108916059
0.4,61.0,820,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-1.1515170043150598
0.27,57.0,820,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,-2.1371124199846556
0.36,57.1,821,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-1.4726881162973537
0.32,57.0,821,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-1.7508207377004386
0.31,56.0,821,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-1.7677837949200477
0.31,55.0,821,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-1.787202229163325
0.31,57.0,821,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,-1.9652632835244772
0.4,59.0,821,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.2420311140016504
0.34,55.0,821,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-1.6109935954374364
0.36,57.0,821,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-1.5457546187557227
0.39,57.0,821,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-1.2971219077531342
0.39,59.0,821,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-1.1909173603967556
0.36,56.0,821,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-1.5408043959151225
0.39,59.0,821,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-1.3393600979776201
0.39,58.0,821,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-1.406648839260916
0.36,56.0,821,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-1.523841338695513
0.36,58.0,821,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-1.508466651371836
0.4,58.0,822,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-1.3014297054120652
0.38,57.0,822,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-1.373286212416839
0.33,56.0,822,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.6012510249292915
0.41,56.0,823,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-1.1184578970035772
0.39,59.0,823,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1.256538794197592
0.37,57.0,823,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1.4241359152824034
0.4,61.0,823,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-1.1998718613636918
0.42,56.0,823,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-1.1104888095441674
0.42,57.0,823,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-1.1438119675949814
0.33,55.0,824,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-1.6780182859814012
0.33,57.0,824,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-1.6456410726448512
0.33,57.0,824,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-1.7104349681112156
0.36,56.0,824,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-1.459047443229149
0.41,55.0,824,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-1.1542759008713228
0.41,56.0,824,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-1.1857466382868735
0.41,55.0,824,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-1.136406367730714
0.31,56.0,824,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-1.825014215349089
0.34,57.0,825,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-1.6191600268631645
0.34,56.0,825,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-1.6012115561360278
0.36,58.6,825,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-1.4417413976836808
0.36,59.0,825,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-1.4377371195573445
0.4,58.0,825,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-1.2107182517591555
0.45,54.0,825,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.8979776219419198
0.45,54.0,825,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.9068926541155928
0.45,55.0,825,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.9796951058346297
0.32,55.0,825,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.71689462326122
0.32,56.0,825,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.749311305391034
0.32,54.0,825,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.7079401222942832
0.32,55.0,825,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.7079401222942832
0.32,54.0,825,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.788187642670852
0.28,53.0,825,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,-1.9862700876636863
0.3,61.0,825,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-2.026013432071241
0.37,54.0,825,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.3039640200222609
0.42,58.0,825,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.1428660228807181
0.34,55.0,826,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.5941884133908817
0.3,60.0,826,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.8596616925565035
0.3,60.0,826,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.8346900790842215
0.3,55.0,826,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.8714540276662301
0.3,54.0,826,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.9208337670156541
0.3,55.0,826,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.9118792660487172
0.4,56.0,826,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-1.204258596609151
0.3,54.0,826,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-1.8909119307027717
0.32,60.0,461,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,-1.76532841789638
